source_file,path_start,path_target,path_label,model_id,agent_id,llm_choices,retrieval_top_k,tot_llm_candidates,success,hops,time_s,failure_reason,optimal_length,efficiency,run_index,path_taken
eval_harness_2runs_20260308_234433.json,McDonald's,Yoga,McDonald's -> Yoga,Qwen/Qwen3-30B-A3B-Instruct-2507,planning,,12,,True,3,274.69,,2,0.6667,0,McDonald's → India → Hinduism → Yoga
eval_harness_2runs_20260308_234433.json,McDonald's,Yoga,McDonald's -> Yoga,Qwen/Qwen3-30B-A3B-Instruct-2507,planning,,12,,True,3,208.05,,2,0.6667,1,McDonald's → Globalization → Buddhism → Yoga
eval_harness_2runs_20260308_234433.json,McDonald's,Yoga,McDonald's -> Yoga,Qwen/Qwen3-30B-A3B-Instruct-2507,tot,,,128,True,4,82.46,,2,0.5,0,McDonald's → India → Sanskrit → Yoga (philosophy) → Yoga
eval_harness_2runs_20260308_234433.json,McDonald's,Yoga,McDonald's -> Yoga,Qwen/Qwen3-30B-A3B-Instruct-2507,tot,,,128,True,4,93.96,,2,0.5,1,McDonald's → India → Sanskrit → Yoga (philosophy) → Yoga
eval_harness_2runs_20260308_234433.json,McDonald's,Yoga,McDonald's -> Yoga,meta-llama/Llama-3.3-70B-Instruct,default,1024,,,True,4,48.27,,2,0.5,0,McDonald's → India → Vedic Sanskrit → Upanishads → Yoga
eval_harness_2runs_20260308_234433.json,McDonald's,Yoga,McDonald's -> Yoga,meta-llama/Llama-3.3-70B-Instruct,default,1024,,,True,4,28.86,,2,0.5,1,McDonald's → India → Vedic Sanskrit → Patanjali → Yoga
eval_harness_2runs_20260308_234433.json,McDonald's,Yoga,McDonald's -> Yoga,meta-llama/Llama-3.3-70B-Instruct,planning,,128,,True,3,81.65,,2,0.6667,0,McDonald's → Vegetarianism → Hinduism → Yoga
eval_harness_2runs_20260308_234433.json,McDonald's,Yoga,McDonald's -> Yoga,meta-llama/Llama-3.3-70B-Instruct,planning,,128,,True,3,94.88,,2,0.6667,1,McDonald's → India → Hinduism → Yoga
eval_harness_2runs_20260308_234433.json,McDonald's,Yoga,McDonald's -> Yoga,meta-llama/Llama-3.3-70B-Instruct,tot,,,1024,True,3,14.33,,2,0.6667,0,McDonald's → Amritsar → Hinduism → Yoga
eval_harness_2runs_20260308_234433.json,McDonald's,Yoga,McDonald's -> Yoga,meta-llama/Llama-3.3-70B-Instruct,tot,,,1024,True,3,13.49,,2,0.6667,1,McDonald's → Amritsar → Hinduism → Yoga
eval_harness_2runs_20260308_234433.json,McDonald's,Yoga,McDonald's -> Yoga,openai/gpt-oss-120b,default,1024,,,True,4,43.03,,2,0.5,0,McDonald's → India → Vedic Sanskrit → Upanishads → Yoga
eval_harness_2runs_20260308_234433.json,McDonald's,Yoga,McDonald's -> Yoga,openai/gpt-oss-120b,default,1024,,,True,4,64.54,,2,0.5,1,McDonald's → India → Vedic Sanskrit → Upanishads → Yoga
eval_harness_2runs_20260308_234433.json,McDonald's,Yoga,McDonald's -> Yoga,openai/gpt-oss-120b,planning,,128,,True,3,81.32,,2,0.6667,0,McDonald's → Vegetarianism → Hinduism → Yoga
eval_harness_2runs_20260308_234433.json,McDonald's,Yoga,McDonald's -> Yoga,openai/gpt-oss-120b,planning,,128,,True,4,137.08,,2,0.5,1,McDonald's → Globalization → Asia → Swaminarayan Hinduism → Yoga
eval_harness_2runs_20260308_234433.json,McDonald's,Yoga,McDonald's -> Yoga,openai/gpt-oss-120b,tot,,,1024,True,3,91.51,,2,0.6667,0,McDonald's → India → Hinduism → Yoga
eval_harness_2runs_20260308_234433.json,McDonald's,Yoga,McDonald's -> Yoga,openai/gpt-oss-120b,tot,,,1024,True,3,86.83,,2,0.6667,1,McDonald's → India → Hinduism → Yoga
eval_harness_2runs_20260308_234433.json,John Mulaney,Apple,John Mulaney -> Apple,Qwen/Qwen3-30B-A3B-Instruct-2507,default,128,,,True,4,27.74,,3,0.75,0,John Mulaney → Apple TV+ → Apple Inc. → Apple (disambiguation) → Apple
eval_harness_2runs_20260308_234433.json,John Mulaney,Apple,John Mulaney -> Apple,Qwen/Qwen3-30B-A3B-Instruct-2507,default,128,,,True,4,18.8,,3,0.75,1,John Mulaney → Apple TV+ → Apple Inc. → Apple (disambiguation) → Apple
eval_harness_2runs_20260308_234433.json,John Mulaney,Apple,John Mulaney -> Apple,Qwen/Qwen3-30B-A3B-Instruct-2507,planning,,12,,True,4,187.66,,3,0.75,0,John Mulaney → Apple TV+ → Apple Inc. → Apple (disambiguation) → Apple
eval_harness_2runs_20260308_234433.json,John Mulaney,Apple,John Mulaney -> Apple,Qwen/Qwen3-30B-A3B-Instruct-2507,planning,,12,,False,14,455.31,Stopped by safety timer (420s).,3,,1,John Mulaney → Apple TV+ → Apple Inc. → Apple logo → Apple Inc. advertising → Apple TV (device) → TvOS → Apple TV (software) → Apple ID → App Store (Apple) → Censorship by Apple → Criticism of Apple Inc. → United States v. Apple (2024) → United States v. Apple (disambiguation) → United States v. Apple (2012)
eval_harness_2runs_20260308_234433.json,John Mulaney,Apple,John Mulaney -> Apple,Qwen/Qwen3-30B-A3B-Instruct-2507,tot,,,128,False,0,116.65,Agent step failed: ,3,,0,John Mulaney
eval_harness_2runs_20260308_234433.json,John Mulaney,Apple,John Mulaney -> Apple,Qwen/Qwen3-30B-A3B-Instruct-2507,tot,,,128,False,0,61.43,Agent step failed: ,3,,1,John Mulaney
eval_harness_2runs_20260308_234433.json,John Mulaney,Apple,John Mulaney -> Apple,meta-llama/Llama-3.3-70B-Instruct,default,1024,,,True,4,141.53,,3,0.75,0,John Mulaney → Apple TV+ → Apple Inc. → Apple (disambiguation) → Apple
eval_harness_2runs_20260308_234433.json,John Mulaney,Apple,John Mulaney -> Apple,meta-llama/Llama-3.3-70B-Instruct,default,1024,,,True,4,44.09,,3,0.75,1,John Mulaney → Apple TV+ → Apple Inc. → Apple (disambiguation) → Apple
eval_harness_2runs_20260308_234433.json,John Mulaney,Apple,John Mulaney -> Apple,meta-llama/Llama-3.3-70B-Instruct,planning,,128,,True,4,270.17,,3,0.75,0,John Mulaney → Apple TV+ → Apple Inc. → Apple (disambiguation) → Apple
eval_harness_2runs_20260308_234433.json,John Mulaney,Apple,John Mulaney -> Apple,meta-llama/Llama-3.3-70B-Instruct,planning,,128,,True,5,282.58,,3,0.6,1,John Mulaney → Apple TV+ → Apple Inc. → History of Apple Inc. → McIntosh (apple) → Apple
eval_harness_2runs_20260308_234433.json,John Mulaney,Apple,John Mulaney -> Apple,meta-llama/Llama-3.3-70B-Instruct,tot,,,1024,True,4,21.37,,3,0.75,0,John Mulaney → Apple TV+ → Apple Inc. → Apple (disambiguation) → Apple
eval_harness_2runs_20260308_234433.json,John Mulaney,Apple,John Mulaney -> Apple,meta-llama/Llama-3.3-70B-Instruct,tot,,,1024,True,4,108.55,,3,0.75,1,John Mulaney → Apple TV+ → Apple Inc. → Apple (disambiguation) → Apple
eval_harness_2runs_20260308_234433.json,John Mulaney,Apple,John Mulaney -> Apple,openai/gpt-oss-120b,default,1024,,,True,4,56.66,,3,0.75,0,John Mulaney → Apple TV+ → Apple Inc. → Apple (disambiguation) → Apple
eval_harness_2runs_20260308_234433.json,John Mulaney,Apple,John Mulaney -> Apple,openai/gpt-oss-120b,default,1024,,,True,4,56.34,,3,0.75,1,John Mulaney → Apple TV+ → Apple Inc. → Apple (disambiguation) → Apple
eval_harness_2runs_20260308_234433.json,John Mulaney,Apple,John Mulaney -> Apple,openai/gpt-oss-120b,planning,,128,,True,4,110.12,,3,0.75,0,John Mulaney → Apple TV+ → Apple Inc. → Apple (disambiguation) → Apple
eval_harness_2runs_20260308_234433.json,John Mulaney,Apple,John Mulaney -> Apple,openai/gpt-oss-120b,planning,,128,,True,5,222.24,,3,0.6,1,John Mulaney → Apple TV+ → Apple Inc. → History of Apple Inc. → McIntosh (apple) → Apple
eval_harness_2runs_20260308_234433.json,John Mulaney,Apple,John Mulaney -> Apple,openai/gpt-oss-120b,tot,,,1024,False,0,139.33,Agent step failed: ,3,,0,John Mulaney
eval_harness_2runs_20260308_234433.json,John Mulaney,Apple,John Mulaney -> Apple,openai/gpt-oss-120b,tot,,,1024,False,0,128.56,Agent step failed: ,3,,1,John Mulaney
eval_harness_2runs_20260308_234433.json,Patrick Star,John Wall,Patrick Star -> John Wall,Qwen/Qwen3-30B-A3B-Instruct-2507,default,128,,,True,5,50.49,,3,0.6,0,"Patrick Star → SpongeBob SquarePants → The Washington Post → Washington, D.C. → Washington Wizards → John Wall"
eval_harness_2runs_20260308_234433.json,Patrick Star,John Wall,Patrick Star -> John Wall,Qwen/Qwen3-30B-A3B-Instruct-2507,default,128,,,True,7,127.65,,3,0.4286,1,Patrick Star → SpongeBob SquarePants → The Washington Post → Thomas Jefferson → George Washington → George Washington University → Washington Wizards → John Wall
eval_harness_2runs_20260308_234433.json,Patrick Star,John Wall,Patrick Star -> John Wall,Qwen/Qwen3-30B-A3B-Instruct-2507,planning,,12,,False,18,434.65,Stopped by safety timer (420s).,3,,0,"Patrick Star → Patrick Starrr → Reality television → Celebrity → LeBron James → The Wall (American game show) → The Wall (UK game show) → John Barnes → John Charles → John Charles (disambiguation) → John Charles (footballer, born 1935) → Australian rules football → Australian Football International Cup → Palestine → Sport in Palestine → Bethlehem → Bethlehem University → Anglicanism → John Henry Newman"
eval_harness_2runs_20260308_234433.json,Patrick Star,John Wall,Patrick Star -> John Wall,Qwen/Qwen3-30B-A3B-Instruct-2507,planning,,12,,False,20,436.04,Stopped by safety timer (420s).,3,,1,Patrick Star → Patrick Starrr → Make-up artist → Sir John (make-up artist) → Beyoncé → John Lennon → Lennon Wall → Legal wall → HOPE Outdoor Gallery → Graffiti → Mural → John T. Biggers → Houston → Houston Rockets → 2019–20 NBA season → 2019–20 Houston Rockets season → List of 2019–20 NBA season transactions → John Konchar → Tom Henry → Thomas Henry (disambiguation) → Tommy Henry (baseball)
eval_harness_2runs_20260308_234433.json,Patrick Star,John Wall,Patrick Star -> John Wall,Qwen/Qwen3-30B-A3B-Instruct-2507,tot,,,128,False,0,4.36,No usable outgoing links.,3,,0,Patrick Star
eval_harness_2runs_20260308_234433.json,Patrick Star,John Wall,Patrick Star -> John Wall,Qwen/Qwen3-30B-A3B-Instruct-2507,tot,,,128,False,0,3.78,No usable outgoing links.,3,,1,Patrick Star
eval_harness_2runs_20260308_234433.json,Patrick Star,John Wall,Patrick Star -> John Wall,meta-llama/Llama-3.3-70B-Instruct,default,1024,,,True,4,24.18,,3,0.75,0,"Patrick Star → The Wall Street Journal → Washington, D.C. → Washington Wizards → John Wall"
eval_harness_2runs_20260308_234433.json,Patrick Star,John Wall,Patrick Star -> John Wall,meta-llama/Llama-3.3-70B-Instruct,default,1024,,,True,4,24.83,,3,0.75,1,"Patrick Star → The Wall Street Journal → Washington, D.C. → Washington Wizards → John Wall"
eval_harness_2runs_20260308_234433.json,Patrick Star,John Wall,Patrick Star -> John Wall,meta-llama/Llama-3.3-70B-Instruct,planning,,128,,False,21,431.23,Stopped by safety timer (420s).,3,,0,"Patrick Star → The Wall Street Journal → Wall Street Journal Radio Network → The Wall Street Journal This Morning → United States → Wall Street → The Wolf of Wall Street (2013 film) → The Wolf of Wall Street (1929 film) → Short (finance) → Jim Cramer → The Daily Show → John Oliver → Stephen Colbert → John F. Kennedy → Cultural depictions of John F. Kennedy → Abraham, Martin and John → Robert F. Kennedy → James Baldwin → James Eastland → Lyndon Johnson → John Lewis → John Kerry"
eval_harness_2runs_20260308_234433.json,Patrick Star,John Wall,Patrick Star -> John Wall,meta-llama/Llama-3.3-70B-Instruct,planning,,128,,False,21,427.73,Stopped by safety timer (420s).,3,,1,Patrick Star → YouTube → Philadelphia → George Washington → John Adams → The Wall Street Journal → John Fund → National Review → John Thune → Wall Street Journal → John Sherman → John Brown (abolitionist) → John Brown's raiders → Frederick Douglass → John Brown's Raid on Harpers Ferry → John B. Floyd → John Brown → John T. Brown → John T. Brown (disambiguation) → John T. Browne → Texas → John Cornyn
eval_harness_2runs_20260308_234433.json,Patrick Star,John Wall,Patrick Star -> John Wall,meta-llama/Llama-3.3-70B-Instruct,tot,,,1024,True,4,20.65,,3,0.75,0,Patrick Star → Los Angeles Rams → NBA → Washington Wizards → John Wall
eval_harness_2runs_20260308_234433.json,Patrick Star,John Wall,Patrick Star -> John Wall,meta-llama/Llama-3.3-70B-Instruct,tot,,,1024,True,4,16.02,,3,0.75,1,Patrick Star → Los Angeles Rams → NBA → Washington Wizards → John Wall
eval_harness_2runs_20260308_234433.json,Patrick Star,John Wall,Patrick Star -> John Wall,openai/gpt-oss-120b,default,1024,,,True,4,36.8,,3,0.75,0,"Patrick Star → The Wall Street Journal → Washington, D.C. → Washington Wizards → John Wall"
eval_harness_2runs_20260308_234433.json,Patrick Star,John Wall,Patrick Star -> John Wall,openai/gpt-oss-120b,default,1024,,,True,5,219.02,,3,0.6,1,Patrick Star → The Wall Street Journal → CNBC → College Basketball on USA → College basketball → John Wall
eval_harness_2runs_20260308_234433.json,Patrick Star,John Wall,Patrick Star -> John Wall,openai/gpt-oss-120b,planning,,128,,False,13,449.53,Stopped by safety timer (420s).,3,,0,Patrick Star → The Wall Street Journal → John Thune → John Roberts → John Marshall → John Marshall (disambiguation) → John R. Marshall → John Buster → Embryo → Birth → NICE → John Major → John Redwood → William Hague
eval_harness_2runs_20260308_234433.json,Patrick Star,John Wall,Patrick Star -> John Wall,openai/gpt-oss-120b,planning,,128,,False,17,428.65,Stopped by safety timer (420s).,3,,1,Patrick Star → The Wall Street Journal → John Thune → John Roberts → John Marshall → John Marshall (disambiguation) → John R. Marshall → John Buster → Embryo → Birth → NICE → John Major → John Redwood → William Hague → Shadow Cabinet of John Major → John Gummer → John Prescott → John Jay
eval_harness_2runs_20260308_234433.json,Patrick Star,John Wall,Patrick Star -> John Wall,openai/gpt-oss-120b,tot,,,1024,True,4,143.72,,3,0.75,0,"Patrick Star → The Wall Street Journal → Washington, D.C. → Washington Wizards → John Wall"
eval_harness_2runs_20260308_234433.json,Patrick Star,John Wall,Patrick Star -> John Wall,openai/gpt-oss-120b,tot,,,1024,True,4,94.4,,3,0.75,1,Patrick Star → Nickelodeon Kids' Choice Awards → LeBron James → List of first overall NBA draft picks → John Wall
eval_harness_2runs_20260308_234433.json,OpenAI,Esports,OpenAI -> Esports,Qwen/Qwen3-30B-A3B-Instruct-2507,default,128,,,True,4,43.79,,2,0.5,0,OpenAI → General game playing → Video game AI → Video game industry → Esports
eval_harness_2runs_20260308_234433.json,OpenAI,Esports,OpenAI -> Esports,Qwen/Qwen3-30B-A3B-Instruct-2507,default,128,,,True,4,53.7,,2,0.5,1,OpenAI → General game playing → Video game AI → Video game industry → Esports
eval_harness_2runs_20260308_234433.json,OpenAI,Esports,OpenAI -> Esports,Qwen/Qwen3-30B-A3B-Instruct-2507,planning,,12,,True,3,46.09,,2,0.6667,0,OpenAI → Products and applications of OpenAI → Dota 2 → Esports
eval_harness_2runs_20260308_234433.json,OpenAI,Esports,OpenAI -> Esports,Qwen/Qwen3-30B-A3B-Instruct-2507,planning,,12,,True,3,48.15,,2,0.6667,1,OpenAI → Products and applications of OpenAI → Dota 2 → Esports
eval_harness_2runs_20260308_234433.json,OpenAI,Esports,OpenAI -> Esports,Qwen/Qwen3-30B-A3B-Instruct-2507,tot,,,128,True,4,15.58,,2,0.5,0,OpenAI → Artificial intelligence → Artificial intelligence in video games → Video game industry → Esports
eval_harness_2runs_20260308_234433.json,OpenAI,Esports,OpenAI -> Esports,Qwen/Qwen3-30B-A3B-Instruct-2507,tot,,,128,True,4,17.22,,2,0.5,1,OpenAI → Artificial intelligence → Artificial intelligence in video games → Video game industry → Esports
eval_harness_2runs_20260308_234433.json,OpenAI,Esports,OpenAI -> Esports,meta-llama/Llama-3.3-70B-Instruct,default,1024,,,True,3,19.93,,2,0.6667,0,OpenAI → General game playing → Video game → Esports
eval_harness_2runs_20260308_234433.json,OpenAI,Esports,OpenAI -> Esports,meta-llama/Llama-3.3-70B-Instruct,default,1024,,,True,3,18.92,,2,0.6667,1,OpenAI → General game playing → Video game → Esports
eval_harness_2runs_20260308_234433.json,OpenAI,Esports,OpenAI -> Esports,meta-llama/Llama-3.3-70B-Instruct,planning,,128,,True,4,69.42,,2,0.5,0,OpenAI → Microsoft → Xbox → Online game → Esports
eval_harness_2runs_20260308_234433.json,OpenAI,Esports,OpenAI -> Esports,meta-llama/Llama-3.3-70B-Instruct,planning,,128,,True,4,69.98,,2,0.5,1,OpenAI → Microsoft → Xbox → Online game → Esports
eval_harness_2runs_20260308_234433.json,OpenAI,Esports,OpenAI -> Esports,meta-llama/Llama-3.3-70B-Instruct,tot,,,1024,True,3,18.22,,2,0.6667,0,OpenAI → Machine learning → Computer gaming → Esports
eval_harness_2runs_20260308_234433.json,OpenAI,Esports,OpenAI -> Esports,meta-llama/Llama-3.3-70B-Instruct,tot,,,1024,True,3,16.33,,2,0.6667,1,OpenAI → Machine learning → Computer gaming → Esports
eval_harness_2runs_20260308_234433.json,OpenAI,Esports,OpenAI -> Esports,openai/gpt-oss-120b,default,1024,,,True,3,39.24,,2,0.6667,0,OpenAI → General game playing → Video game → Esports
eval_harness_2runs_20260308_234433.json,OpenAI,Esports,OpenAI -> Esports,openai/gpt-oss-120b,default,1024,,,True,3,44.34,,2,0.6667,1,OpenAI → General game playing → Video game → Esports
eval_harness_2runs_20260308_234433.json,OpenAI,Esports,OpenAI -> Esports,openai/gpt-oss-120b,planning,,128,,True,2,51.79,,2,1.0,0,OpenAI → IGN → Esports
eval_harness_2runs_20260308_234433.json,OpenAI,Esports,OpenAI -> Esports,openai/gpt-oss-120b,planning,,128,,True,3,106.67,,2,0.6667,1,OpenAI → Microsoft → Activision Blizzard → Esports
eval_harness_2runs_20260308_234433.json,OpenAI,Esports,OpenAI -> Esports,openai/gpt-oss-120b,tot,,,1024,True,3,47.91,,2,0.6667,0,OpenAI → General game playing → Video game → Esports
eval_harness_2runs_20260308_234433.json,OpenAI,Esports,OpenAI -> Esports,openai/gpt-oss-120b,tot,,,1024,False,0,154.95,"Agent step failed: Invalid JSON. Raw: <|channel|>analysis<|message|>We need to pick best 5 candidates that lead to target ""Esports"". The current page is ""Professional StarCraft competition"". Candidate",2,,1,OpenAI
eval_harness_2runs_20260308_234433.json,Symphony,United States Navy,Symphony -> United States Navy,Qwen/Qwen3-30B-A3B-Instruct-2507,default,128,,,True,2,9.81,,2,1.0,0,Symphony → United States Marine Band → United States Navy
eval_harness_2runs_20260308_234433.json,Symphony,United States Navy,Symphony -> United States Navy,Qwen/Qwen3-30B-A3B-Instruct-2507,default,128,,,True,2,9.32,,2,1.0,1,Symphony → United States Marine Band → United States Navy
eval_harness_2runs_20260308_234433.json,Symphony,United States Navy,Symphony -> United States Navy,Qwen/Qwen3-30B-A3B-Instruct-2507,planning,,12,,True,3,42.19,,2,0.6667,0,Symphony → Military band → U.S. military bands → United States Navy
eval_harness_2runs_20260308_234433.json,Symphony,United States Navy,Symphony -> United States Navy,Qwen/Qwen3-30B-A3B-Instruct-2507,planning,,12,,True,3,32.44,,2,0.6667,1,Symphony → Military band → United States military bands → United States Navy
eval_harness_2runs_20260308_234433.json,Symphony,United States Navy,Symphony -> United States Navy,Qwen/Qwen3-30B-A3B-Instruct-2507,tot,,,128,False,0,3.29,No usable outgoing links.,2,,0,Symphony
eval_harness_2runs_20260308_234433.json,Symphony,United States Navy,Symphony -> United States Navy,Qwen/Qwen3-30B-A3B-Instruct-2507,tot,,,128,False,0,2.62,No usable outgoing links.,2,,1,Symphony
eval_harness_2runs_20260308_234433.json,Symphony,United States Navy,Symphony -> United States Navy,meta-llama/Llama-3.3-70B-Instruct,default,1024,,,True,2,15.21,,2,1.0,0,Symphony → United States Marine Band → United States Navy
eval_harness_2runs_20260308_234433.json,Symphony,United States Navy,Symphony -> United States Navy,meta-llama/Llama-3.3-70B-Instruct,default,1024,,,True,2,11.68,,2,1.0,1,Symphony → United States Marine Band → United States Navy
eval_harness_2runs_20260308_234433.json,Symphony,United States Navy,Symphony -> United States Navy,meta-llama/Llama-3.3-70B-Instruct,planning,,128,,True,2,31.95,,2,1.0,0,Symphony → United States Marine Band → United States Navy
eval_harness_2runs_20260308_234433.json,Symphony,United States Navy,Symphony -> United States Navy,meta-llama/Llama-3.3-70B-Instruct,planning,,128,,True,2,43.14,,2,1.0,1,Symphony → United States Marine Band → United States Navy
eval_harness_2runs_20260308_234433.json,Symphony,United States Navy,Symphony -> United States Navy,meta-llama/Llama-3.3-70B-Instruct,tot,,,1024,True,2,8.74,,2,1.0,0,Symphony → United States Marine Band → United States Navy
eval_harness_2runs_20260308_234433.json,Symphony,United States Navy,Symphony -> United States Navy,meta-llama/Llama-3.3-70B-Instruct,tot,,,1024,True,2,12.47,,2,1.0,1,Symphony → United States Marine Band → United States Navy
eval_harness_2runs_20260308_234433.json,Symphony,United States Navy,Symphony -> United States Navy,openai/gpt-oss-120b,default,1024,,,True,2,16.23,,2,1.0,0,Symphony → United States Marine Band → United States Navy
eval_harness_2runs_20260308_234433.json,Symphony,United States Navy,Symphony -> United States Navy,openai/gpt-oss-120b,default,1024,,,True,2,57.91,,2,1.0,1,Symphony → United States Marine Band → United States Navy
eval_harness_2runs_20260308_234433.json,Symphony,United States Navy,Symphony -> United States Navy,openai/gpt-oss-120b,planning,,128,,True,2,44.25,,2,1.0,0,Symphony → United States Marine Band → United States Navy
eval_harness_2runs_20260308_234433.json,Symphony,United States Navy,Symphony -> United States Navy,openai/gpt-oss-120b,planning,,128,,True,3,50.88,,2,0.6667,1,Symphony → Military band → United States military bands → United States Navy
eval_harness_2runs_20260308_234433.json,Symphony,United States Navy,Symphony -> United States Navy,openai/gpt-oss-120b,tot,,,1024,True,3,57.78,,2,0.6667,0,Symphony → Military band → United States Naval Forces Europe Band → United States Navy
eval_harness_2runs_20260308_234433.json,Symphony,United States Navy,Symphony -> United States Navy,openai/gpt-oss-120b,tot,,,1024,False,0,28.46,"Agent step failed: Invalid JSON. Raw: <|channel|>analysis<|message|>We need to select best 5 candidates from list that could lead to United States Navy from the page ""Symphony"". We need bridge logic: ",2,,1,Symphony
eval_harness_2runs_20260308_234433.json,Billy Joel,VANOS,Billy Joel -> VANOS,Qwen/Qwen3-30B-A3B-Instruct-2507,default,128,,,True,7,34.93,,3,0.4286,0,Billy Joel → Classical music → Musical instruments → Electronic musical instrument → Solenoid valve → Valve → Variable valve timing → VANOS
eval_harness_2runs_20260308_234433.json,Billy Joel,VANOS,Billy Joel -> VANOS,Qwen/Qwen3-30B-A3B-Instruct-2507,default,128,,,True,7,34.67,,3,0.4286,1,Billy Joel → Classical music → Musical instruments → Electronic musical instrument → Solenoid valve → Valve → Variable valve timing → VANOS
